"","file_identifiers","A.identifier","biosample","batch.extraction","irf.study.id","id.cohort","id.individual","tissue","data.received","dn.rna","date.broad.extract","quant.18s","quant.18s.sd","quant.kulesh","quant.kulesh.sd","rin.e","rna.conc.ng.uL","lib.conc.pmolar","xgen.index","Assigned","Unassigned_Unmapped","Unassigned_Read_Type","Unassigned_Singleton","Unassigned_MappingQuality","Unassigned_Chimera","Unassigned_FragmentLength","Unassigned_Duplicate","Unassigned_MultiMapping","Unassigned_Secondary","Unassigned_NonSplit","Unassigned_NoFeatures","Unassigned_Overlapping_Length","Unassigned_Ambiguity","sub.tissue","SampleType","study.group","challenge.group","animal.number","animal.tatoo","sex","weight","birth.date","viralReadCount","hostReadCount","pc.viral.reads","cohort.uncertain","cohort.numeric","totalReadCount","totalUnassigned","chrY_count","chrX_count","total_count","Xist","sex.1","pc_Y","pc_X","Y_X_ratio","sex_pred","chrY_count.1","chrX_count.1","total_count.1","Xist.1","sex.2","pc_Y.1","pc_X.1","Y_X_ratio.1","sex_pred.1","pred_recorded_sex_mismatch","dpi_time","dpi_time_factor","chrY_count.2","chrX_count.2","chrY_count.3","chrX_count.3","xist_counts","predicted_sex","pred_rec_sex_mismatch","dpi_time_numeric","infected"
"A0318_S38_L001","A0318_S38_L001","A0318","RA0917_WholeBlood-D6-NEC","G","49-E2","D006","RA0917","Whole blood",2019-01-10,"RA0917_Blood-D6-NEC_dnRNA-L","2019-10-04",5550000,42300,234000,119000,NA,NA,3420,NA,6302530,0,0,0,0,0,0,0,261911,0,0,7345654,0,117605,"","Experimental","terminal_routine_manipulations",2,"NHP11","RA0917","M",9.32,"4/19/2011",258045,6044485,0.0409430815878703,FALSE,6,6302530,7725170,3806,172997,6302530,0,"M",0.000603884471791487,0.0274488181730194,0.0220003815095059,"M",3806,172997,6302530,0,"M",0.000603884471791487,0.0274488181730194,0.0220003815095059,"M",FALSE,6,"6",3806,172997,3806,172997,0,"M",FALSE,6,"infected"
"A0319_S37_L001","A0319_S37_L001","A0319","RA1423_WholeBlood-BL","G","49-E2","D-30","RA1423","Whole blood",2019-01-10,"RA1423_Blood-BL_dnRNA-L","2019-10-04",8310000,144000,NA,NA,NA,NA,2480,NA,4678335,0,0,0,0,0,0,0,1020717,0,0,5386114,0,98392,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",1,4678334,2.13751259796487e-07,FALSE,-30,4678335,6505223,5421,128994,4678335,0,"M",0.00115874557935676,0.0275726300061881,0.0420252104749058,"M",5421,128994,4678335,0,"M",0.00115874557935676,0.0275726300061881,0.0420252104749058,"M",FALSE,-30,"-30",5421,128994,5421,128994,0,"M",FALSE,-30,"non.infected"
"A0320_S36_L001","A0320_S36_L001","A0320","RA1423_WholeBlood-BL","G","49-E2","D-04","RA1423","Whole blood",2019-01-10,"RA1423_Blood-BL_dnRNA-L","2019-10-04",5470000,56100,0.437,NA,NA,NA,2670,NA,4145751,0,0,0,0,0,0,0,712259,0,0,6730798,0,82599,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",0,4145751,0,FALSE,-4,4145751,7525656,3600,124512,4145751,0,"M",0.000868358953540625,0.0300336416731251,0.0289128758673863,"M",3600,124512,4145751,0,"M",0.000868358953540625,0.0300336416731251,0.0289128758673863,"M",FALSE,-4,"-4",3600,124512,3600,124512,0,"M",FALSE,-4,"non.infected"
"A0321_S35_L001","A0321_S35_L001","A0321","RA1423_WholeBlood-D8-NEC","G","49-E2","D008","RA1423","Whole blood",2019-01-10,"RA1423_Blood-D8-NEC_dnRNA-L","2019-10-04",3.66e+08,3200000,254000,19700,NA,NA,1900,NA,5712250,0,0,0,0,0,0,0,308396,0,0,6760564,0,134478,"","Experimental","terminal_routine_manipulations",2,"NHP12","RA1423","M",8.26,"11/22/2012",65540,5646710,0.0114735874655346,FALSE,8,5712250,7203438,5178,163830,5712250,0,"M",0.000906472930981662,0.0286804674165171,0.0316059329793078,"M",5178,163830,5712250,0,"M",0.000906472930981662,0.0286804674165171,0.0316059329793078,"M",FALSE,8,"8",5178,163830,5178,163830,0,"M",FALSE,8,"infected"
"A0322_S34_L001","A0322_S34_L001","A0322","RA0223_WholeBlood-BL","G","49-E2","D-30","RA0223","Whole blood",2019-01-10,"RA0223_Blood-BL_dnRNA-L","2019-10-04",10600000,166000,1.47,NA,NA,NA,727,NA,4072410,0,0,0,0,0,0,0,714911,0,0,6092282,0,85427,"","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",0,4072410,0,FALSE,-30,4072410,6892620,5041,119383,4072410,0,"M",0.00123784196581385,0.0293150738751747,0.0422254424834357,"M",5041,119383,4072410,0,"M",0.00123784196581385,0.0293150738751747,0.0422254424834357,"M",FALSE,-30,"-30",5041,119383,5041,119383,0,"M",FALSE,-30,"non.infected"
"A0323_S33_L001","A0323_S33_L001","A0323","RA0223_WholeBlood-BL","G","49-E2","D000","RA0223","Whole blood",2019-01-10,"RA0223_Blood-BL_dnRNA-L","2019-10-04",63200000,397000,0.915,NA,NA,NA,3110,NA,4589318,0,0,0,0,0,0,0,765324,0,0,7598092,0,89761,"","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",1,4589317,2.17897299773082e-07,FALSE,0,4589318,8453177,6032,134152,4589318,0,"M",0.00131435651223123,0.0292313585591585,0.0449639215218558,"M",6032,134152,4589318,0,"M",0.00131435651223123,0.0292313585591585,0.0449639215218558,"M",FALSE,0,"0",6032,134152,6032,134152,0,"M",FALSE,0,"non.infected"
"A0324_S32_L001","A0324_S32_L001","A0324","RA0223_WholeBlood-D1","G","49-E2","D001","RA0223","Whole blood",2019-01-10,"RA0223_Blood-D1_dnRNA-L","2019-10-04",19200000,116000,0.516,NA,NA,NA,2990,NA,4389337,0,0,0,0,0,0,0,744556,0,0,6918901,0,89879,"","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",1,4389336,2.27824840061267e-07,FALSE,1,4389337,7753336,4920,129438,4389337,0,"M",0.00112089821310143,0.0294891916478502,0.0380104760580355,"M",4920,129438,4389337,0,"M",0.00112089821310143,0.0294891916478502,0.0380104760580355,"M",FALSE,1,"1",4920,129438,4920,129438,0,"M",FALSE,1,"infected"
"A0325_S31_L001","A0325_S31_L001","A0325","RA0223_WholeBlood-D3","G","49-E2","D003","RA0223","Whole blood",2019-01-10,"RA0223_Blood-D3_dnRNA-L","2019-10-04",52500000,394000,2.61,1.21,NA,NA,3640,NA,5366601,0,0,0,0,0,0,0,726786,0,0,7524364,0,91703,"","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",5,5366596,9.3168841879618e-07,FALSE,3,5366601,8342853,3807,134486,5366601,0,"M",0.000709387562071412,0.0250598097380446,0.0283077792483976,"M",3807,134486,5366601,0,"M",0.000709387562071412,0.0250598097380446,0.0283077792483976,"M",FALSE,3,"3",3807,134486,3807,134486,0,"M",FALSE,3,"infected"
"A0326_S30_L001","A0326_S30_L001","A0326","RA0449_WholeBlood-BL","G","49-E2","D-30","RA0449","Whole blood",2019-01-10,"RA0449_Blood-BL_dnRNA-L","2019-10-04",5750000,173000,0.942,NA,NA,NA,1420,NA,3866777,0,0,0,0,0,0,0,1242990,0,0,3283616,0,75636,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",1,3866776,2.5861331025813e-07,FALSE,-30,3866777,4602242,643,107931,3866777,270,"F",0.000166288358495977,0.0279123931894702,0.00595750989057824,"F",643,107931,3866777,270,"F",0.000166288358495977,0.0279123931894702,0.00595750989057824,"F",FALSE,-30,"-30",643,107931,643,107931,270,"F",FALSE,-30,"non.infected"
"A0327_S29_L001","A0327_S29_L001","A0327","RA0449_WholeBlood-BL","G","49-E2","D000","RA0449","Whole blood",2019-01-10,"RA0449_Blood-BL_dnRNA-L","2019-10-04",48700,1590,0.668,0.437,NA,NA,941,NA,4371827,0,0,0,0,0,0,0,1312293,0,0,5280514,0,82218,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",0,4371827,0,FALSE,0,4371827,6675025,606,122077,4371827,427,"F",0.000138614817100494,0.0279235660514471,0.00496408004783866,"F",606,122077,4371827,427,"F",0.000138614817100494,0.0279235660514471,0.00496408004783866,"F",FALSE,0,"0",606,122077,606,122077,427,"F",FALSE,0,"non.infected"
"A0328_S28_L001","A0328_S28_L001","A0328","RA0449_WholeBlood-D1","G","49-E2","D001","RA0449","Whole blood",2019-01-10,"RA0449_Blood-D1_dnRNA-L","2019-10-04",155000,1140,NA,NA,NA,NA,2700,NA,5469878,0,0,0,0,0,0,0,1923965,0,0,5252293,0,99423,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",2,5469876,3.6563886799669e-07,FALSE,1,5469878,7275681,772,146299,5469878,374,"F",0.000141136603046722,0.0267463003745239,0.00527686450351677,"F",772,146299,5469878,374,"F",0.000141136603046722,0.0267463003745239,0.00527686450351677,"F",FALSE,1,"1",772,146299,772,146299,374,"F",FALSE,1,"infected"
"A0329_S27_L001","A0329_S27_L001","A0329","RA0449_WholeBlood-D3","G","49-E2","D003","RA0449","Whole blood",2019-01-10,"RA0449_Blood-D3_dnRNA-L","2019-10-04",1410000,5940,16.6,0.658,NA,NA,2630,NA,4910987,0,0,0,0,0,0,0,1047227,0,0,6694591,0,85311,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",44,4910943,8.9595024381046e-06,FALSE,3,4910987,7827129,553,130016,4910987,277,"F",0.000112604655642542,0.0264745152043774,0.00425332266797933,"F",553,130016,4910987,277,"F",0.000112604655642542,0.0264745152043774,0.00425332266797933,"F",FALSE,3,"3",553,130016,553,130016,277,"F",FALSE,3,"infected"
"A0330_S26_L001","A0330_S26_L001","A0330","RA1834_WholeBlood-BL","G","49-E2","D-30","RA1834","Whole blood",2019-01-10,"RA1834_Blood-BL_dnRNA-L","2019-10-04",4170000,47100,0.863,0.123,NA,NA,2560,NA,4962488,0,0,0,0,0,0,0,1280608,0,0,5223024,0,90224,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",2,4962486,4.03023644591181e-07,FALSE,-30,4962488,6593856,464,143822,4962488,286,"F",9.3501485545154e-05,0.0289818333061964,0.00322621017646813,"F",464,143822,4962488,286,"F",9.3501485545154e-05,0.0289818333061964,0.00322621017646813,"F",FALSE,-30,"-30",464,143822,464,143822,286,"F",FALSE,-30,"non.infected"
"A0331_S96_L001","A0331_S96_L001","A0331","RA1834_WholeBlood-BL","H","49-E2","D000","RA1834","Whole blood",2019-01-10,"RA1834_Blood-BL_dnRNA-L","2019-10-08",2090000,345000,0.897,1.15,NA,NA,6090,NA,2884288,0,0,0,0,0,0,0,1139833,0,0,2756528,0,56638,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",3,2884285,1.04011804646415e-06,FALSE,0,2884288,3952999,247,88748,2884288,219,"F",8.56363858255486e-05,0.0307694654625336,0.00278316131067742,"F",247,88748,2884288,219,"F",8.56363858255486e-05,0.0307694654625336,0.00278316131067742,"F",FALSE,0,"0",247,88748,247,88748,219,"F",FALSE,0,"non.infected"
"A0332_S95_L001","A0332_S95_L001","A0332","RA1834_WholeBlood-D1","H","49-E2","D001","RA1834","Whole blood",2019-01-10,"RA1834_Blood-D1_dnRNA-L","2019-10-08",2910000,475000,0.982,0.281,NA,NA,6290,NA,3096140,0,0,0,0,0,0,0,973914,0,0,3843241,0,62873,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",0,3096140,0,FALSE,1,3096140,4880028,225,97683,3096140,276,"F",7.26711324423314e-05,0.03154992991273,0.00230336906114677,"F",225,97683,3096140,276,"F",7.26711324423314e-05,0.03154992991273,0.00230336906114677,"F",FALSE,1,"1",225,97683,225,97683,276,"F",FALSE,1,"infected"
"A0333_S94_L001","A0333_S94_L001","A0333","RA1834_WholeBlood-D3","H","49-E2","D003","RA1834","Whole blood",2019-01-10,"RA1834_Blood-D3_dnRNA-L","2019-10-08",7220000,3850000,0.517,0.335,NA,NA,3440,NA,3594412,0,0,0,0,0,0,0,796200,0,0,4536730,0,69443,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",6,3594406,1.66925772560296e-06,FALSE,3,3594412,5402373,217,103876,3594412,221,"F",6.03714877426405e-05,0.0288993025841222,0.00208902922715545,"F",217,103876,3594412,221,"F",6.03714877426405e-05,0.0288993025841222,0.00208902922715545,"F",FALSE,3,"3",217,103876,217,103876,221,"F",FALSE,3,"infected"
"A0334_S93_L001","A0334_S93_L001","A0334","RA0452_WholeBlood-BL","H","49-E2","D-30","RA0452","Whole blood",2019-01-10,"RA0452_Blood-BL_dnRNA-L","2019-10-08",33200000,567000,0.577,0.604,NA,NA,5310,NA,2016689,0,0,0,0,0,0,0,467707,0,0,2414580,0,42400,"","Experimental","5_dpe_scheduled",3,"NHP16","RA0452","F",5.1,"3/21/2011",23,2016666,1.14048323762365e-05,FALSE,-30,2016689,2924687,209,55096,2016689,185,"F",0.000103635215940584,0.0273200280261359,0.00379337882967911,"F",209,55096,2016689,185,"F",0.000103635215940584,0.0273200280261359,0.00379337882967911,"F",FALSE,-30,"-30",209,55096,209,55096,185,"F",FALSE,-30,"non.infected"
"A0335_S92_L001","A0335_S92_L001","A0335","RA0452_WholeBlood-BL","H","49-E2","D000","RA0452","Whole blood",2019-01-10,"RA0452_Blood-BL_dnRNA-L","2019-10-08",24300000,2770000,0.089,0.007,NA,NA,7830,NA,3521592,0,0,0,0,0,0,0,485287,0,0,5879120,0,79905,"","Experimental","5_dpe_scheduled",3,"NHP16","RA0452","F",5.1,"3/21/2011",10,3521582,2.83962480605363e-06,FALSE,0,3521592,6444312,404,110165,3521592,402,"F",0.000114720842164566,0.0312827266758898,0.00366722643307766,"F",404,110165,3521592,402,"F",0.000114720842164566,0.0312827266758898,0.00366722643307766,"F",FALSE,0,"0",404,110165,404,110165,402,"F",FALSE,0,"non.infected"
"A0336_S91_L001","A0336_S91_L001","A0336","RA0452_WholeBlood-D1","H","49-E2","D001","RA0452","Whole blood",2019-01-10,"RA0452_Blood-D1_dnRNA-L","2019-10-08",1.51e+08,7840000,0.775,0.326,NA,NA,6300,NA,2680312,0,0,0,0,0,0,0,411457,0,0,4130989,0,63394,"","Experimental","5_dpe_scheduled",3,"NHP16","RA0452","F",5.1,"3/21/2011",1,2680311,3.73090893895935e-07,FALSE,1,2680312,4605840,346,83641,2680312,424,"F",0.000129089449287993,0.0312056954563499,0.00413672720316591,"F",346,83641,2680312,424,"F",0.000129089449287993,0.0312056954563499,0.00413672720316591,"F",FALSE,1,"1",346,83641,346,83641,424,"F",FALSE,1,"infected"
"A0337_S90_L001","A0337_S90_L001","A0337","RA0452_WholeBlood-D3","H","49-E2","D003","RA0452","Whole blood",2019-01-10,"RA0452_Blood-D3_dnRNA-L","2019-10-08",1.88e+08,15200000,9.06,5.24,NA,NA,7270,NA,4436849,0,0,0,0,0,0,0,480016,0,0,4689760,0,91995,"","Experimental","5_dpe_scheduled",3,"NHP16","RA0452","F",5.1,"3/21/2011",6,4436843,1.35231106580368e-06,FALSE,3,4436849,5261771,316,125591,4436849,238,"F",7.12217161323272e-05,0.028306349844225,0.00251610386094545,"F",316,125591,4436849,238,"F",7.12217161323272e-05,0.028306349844225,0.00251610386094545,"F",FALSE,3,"3",316,125591,316,125591,238,"F",FALSE,3,"infected"
"A0338_S89_L001","A0338_S89_L001","A0338","RA0452_WholeBlood-D5","H","49-E2","D005","RA0452","Whole blood",2019-01-10,"RA0452_Blood-D5_dnRNA-L","2019-10-08",41500000,7890000,2150,704,NA,NA,6090,NA,3775903,0,0,0,0,0,0,0,238854,0,0,5705375,0,73297,"","Experimental","5_dpe_scheduled",3,"NHP16","RA0452","F",5.1,"3/21/2011",2603,3773300,0.000689371522520573,FALSE,5,3775903,6017526,274,104951,3775903,163,"F",7.25654234232182e-05,0.0277949407068985,0.00261074215586321,"F",274,104951,3775903,163,"F",7.25654234232182e-05,0.0277949407068985,0.00261074215586321,"F",FALSE,5,"5",274,104951,274,104951,163,"F",FALSE,5,"infected"
"A0339_S88_L001","A0339_S88_L001","A0339","RA0522_WholeBlood-BL","H","49-E2","D-30","RA0522","Whole blood",2019-01-10,"RA0522_Blood-BL_dnRNA-L","2019-10-08",1880000,598000,0.427,0.027,NA,NA,3570,NA,1943589,0,0,0,0,0,0,0,505609,0,0,2317336,0,45091,"","Experimental","5_dpe_scheduled",3,"NHP17","RA0522","F",7.34,"4/7/2011",24,1943565,1.23482896847019e-05,FALSE,-30,1943589,2868036,60,57944,1943589,138,"F",3.08707242117546e-05,0.0298128873954319,0.00103548253486125,"F",60,57944,1943589,138,"F",3.08707242117546e-05,0.0298128873954319,0.00103548253486125,"F",FALSE,-30,"-30",60,57944,60,57944,138,"F",FALSE,-30,"non.infected"
"A0340_S87_L001","A0340_S87_L001","A0340","RA0522_WholeBlood-BL","H","49-E2","D000","RA0522","Whole blood",2019-01-10,"RA0522_Blood-BL_dnRNA-L","2019-10-08",3730000,314000,1.26,0.519,NA,NA,7220,NA,2812238,0,0,0,0,0,0,0,413320,0,0,4200774,0,62947,"","Experimental","5_dpe_scheduled",3,"NHP17","RA0522","F",7.34,"4/7/2011",2,2812236,7.11177361233295e-07,FALSE,0,2812238,4677041,87,89551,2812238,190,"F",3.09362152136483e-05,0.0318433219379014,0.000971513439269243,"F",87,89551,2812238,190,"F",3.09362152136483e-05,0.0318433219379014,0.000971513439269243,"F",FALSE,0,"0",87,89551,87,89551,190,"F",FALSE,0,"non.infected"
"A0341_S86_L001","A0341_S86_L001","A0341","RA0522_WholeBlood-D1","H","49-E2","D001","RA0522","Whole blood",2019-01-10,"RA0522_Blood-D1_dnRNA-L","2019-10-08",7870000,1290000,0.215,0.003,NA,NA,9910,NA,1495818,0,0,0,0,0,0,0,301981,0,0,2261744,0,34735,"","Experimental","5_dpe_scheduled",3,"NHP17","RA0522","F",7.34,"4/7/2011",1,1495817,6.68530529783704e-07,FALSE,1,1495818,2598460,58,45791,1495818,159,"F",3.87747707274548e-05,0.0306126814893256,0.0012666244458518,"F",58,45791,1495818,159,"F",3.87747707274548e-05,0.0306126814893256,0.0012666244458518,"F",FALSE,1,"1",58,45791,58,45791,159,"F",FALSE,1,"infected"
"A0342_S85_L001","A0342_S85_L001","A0342","RA0522_WholeBlood-D3","H","49-E2","D003","RA0522","Whole blood",2019-01-10,"RA0522_Blood-D3_dnRNA-L","2019-10-08",1.05e+08,8280000,0.418,0.068,NA,NA,14100,NA,3650000,0,0,0,0,0,0,0,402266,0,0,4581164,0,78464,"","Experimental","5_dpe_scheduled",3,"NHP17","RA0522","F",7.34,"4/7/2011",1,3649999,2.73972602739726e-07,FALSE,3,3650000,5061894,51,103413,3650000,169,"F",1.3972602739726e-05,0.0283323287671233,0.000493168170346088,"F",51,103413,3650000,169,"F",1.3972602739726e-05,0.0283323287671233,0.000493168170346088,"F",FALSE,3,"3",51,103413,51,103413,169,"F",FALSE,3,"infected"
"A0343_S84_L001","A0343_S84_L001","A0343","RA0522_WholeBlood-D5","H","49-E2","D005","RA0522","Whole blood",2019-01-10,"RA0522_Blood-D5_dnRNA-L","2019-10-08",2.8e+07,4680000,NA,NA,NA,NA,9280,NA,1806609,0,0,0,0,0,0,0,771756,0,0,1785490,0,37657,"","Experimental","5_dpe_scheduled",3,"NHP17","RA0522","F",7.34,"4/7/2011",5,1806604,2.7676160143119e-06,FALSE,5,1806609,2594903,130,54703,1806609,124,"F",7.19580163721093e-05,0.0302793797661807,0.00237646929784472,"F",130,54703,1806609,124,"F",7.19580163721093e-05,0.0302793797661807,0.00237646929784472,"F",FALSE,5,"5",130,54703,130,54703,124,"F",FALSE,5,"infected"
"A0344_S83_L001","A0344_S83_L001","A0344","RA1639_WholeBlood-BL","H","49-E2","D-30","RA1639","Whole blood",2019-01-10,"RA1639_Blood-BL_dnRNA-L","2019-10-08",1.74e+08,16300000,8.58,1.92,NA,NA,7280,NA,3447963,0,0,0,0,0,0,0,310787,0,0,4191287,0,79183,"","Experimental","5_dpe_scheduled",3,"NHP18","RA1639","F",8.04,"4/12/2012",28,3447935,8.12073679444936e-06,FALSE,-30,3447963,4581257,85,98279,3447963,158,"F",2.46522366974356e-05,0.0285034961222032,0.000864884665086132,"F",85,98279,3447963,158,"F",2.46522366974356e-05,0.0285034961222032,0.000864884665086132,"F",FALSE,-30,"-30",85,98279,85,98279,158,"F",FALSE,-30,"non.infected"
"A0345_S82_L001","A0345_S82_L001","A0345","RA1639_WholeBlood-BL","H","49-E2","D000","RA1639","Whole blood",2019-01-10,"RA1639_Blood-BL_dnRNA-L","2019-10-08",3.29e+08,31500000,0.929,0.714,NA,NA,11800,NA,3688028,0,0,0,0,0,0,0,1105711,0,0,5602874,0,75805,"","Experimental","5_dpe_scheduled",3,"NHP18","RA1639","F",8.04,"4/12/2012",13,3688015,3.5249190082071e-06,FALSE,0,3688028,6784390,234,127642,3688028,308,"F",6.34485421477277e-05,0.0346098240035054,0.001833252377744,"F",234,127642,3688028,308,"F",6.34485421477277e-05,0.0346098240035054,0.001833252377744,"F",FALSE,0,"0",234,127642,234,127642,308,"F",FALSE,0,"non.infected"
"A0346_S81_L001","A0346_S81_L001","A0346","RA1639_WholeBlood-D1","H","49-E2","D001","RA1639","Whole blood",2019-01-10,"RA1639_Blood-D1_dnRNA-L","2019-10-08",38700000,3880000,0.823,0.114,NA,NA,6400,NA,2329749,0,0,0,0,0,0,0,713426,0,0,3661290,0,45756,"","Experimental","5_dpe_scheduled",3,"NHP18","RA1639","F",8.04,"4/12/2012",56,2329693,2.40369241493397e-05,FALSE,1,2329749,4420472,141,74375,2329749,169,"F",6.05215411617303e-05,0.0319240398858418,0.00189579831932773,"F",141,74375,2329749,169,"F",6.05215411617303e-05,0.0319240398858418,0.00189579831932773,"F",FALSE,1,"1",141,74375,141,74375,169,"F",FALSE,1,"infected"
"A0347_S80_L001","A0347_S80_L001","A0347","RA1639_WholeBlood-D3","H","49-E2","D003","RA1639","Whole blood",2019-01-10,"RA1639_Blood-D3_dnRNA-L","2019-10-08",3500000,144000,1.66,0.437,NA,NA,19600,NA,4534964,0,0,0,0,0,0,0,805885,0,0,5558717,0,89779,"","Experimental","5_dpe_scheduled",3,"NHP18","RA1639","F",8.04,"4/12/2012",3,4534961,6.6152675081875e-07,FALSE,3,4534964,6454381,193,129734,4534964,238,"F",4.25582209693396e-05,0.0286075038302399,0.00148765936454592,"F",193,129734,4534964,238,"F",4.25582209693396e-05,0.0286075038302399,0.00148765936454592,"F",FALSE,3,"3",193,129734,193,129734,238,"F",FALSE,3,"infected"
"A0348_S79_L001","A0348_S79_L001","A0348","RA1639_WholeBlood-D5","H","49-E2","D005","RA1639","Whole blood",2019-01-10,"RA1639_Blood-D5_dnRNA-L","2019-10-08",2150000,135000,86000,24200,NA,NA,6090,NA,1761527,0,0,0,0,0,0,0,207444,0,0,1821322,0,38486,"","Experimental","5_dpe_scheduled",3,"NHP18","RA1639","F",8.04,"4/12/2012",155079,1606448,0.0880366863522387,FALSE,5,1761527,2067252,49,46865,1761527,66,"F",2.78167748777055e-05,0.0266047582580341,0.00104555638536221,"F",49,46865,1761527,66,"F",2.78167748777055e-05,0.0266047582580341,0.00104555638536221,"F",FALSE,5,"5",49,46865,49,46865,66,"F",FALSE,5,"infected"
"A0349_S78_L001","A0349_S78_L001","A0349","RA0717_WholeBlood-BL","H","49-E2","D-30","RA0717","Whole blood",2019-01-10,"RA0717_Blood-BL_dnRNA-L","2019-10-08",4640000,197000,0.585,NA,NA,NA,3420,NA,648284,0,0,0,0,0,0,0,121506,0,0,787158,0,18645,"","Experimental","4_dpe_scheduled",4,"NHP19","RA0717","F",6.1,"10/21/2011",9,648275,1.38828044499016e-05,FALSE,-30,648284,927309,82,20292,648284,75,"F",0.000126487773876881,0.0313010964330448,0.00404100137985413,"F",82,20292,648284,75,"F",0.000126487773876881,0.0313010964330448,0.00404100137985413,"F",FALSE,-30,"-30",82,20292,82,20292,75,"F",FALSE,-30,"non.infected"
"A0350_S77_L001","A0350_S77_L001","A0350","RA0717_WholeBlood-BL","H","49-E2","D-14","RA0717","Whole blood",2019-01-10,"RA0717_Blood-BL_dnRNA-L","2019-10-08",75300000,4100000,0.764,0.421,NA,NA,6590,NA,2510802,0,0,0,0,0,0,0,449465,0,0,3907290,0,62959,"","Experimental","4_dpe_scheduled",4,"NHP19","RA0717","F",6.1,"10/21/2011",0,2510802,0,FALSE,-14,2510802,4419714,352,77086,2510802,346,"F",0.000140194248690259,0.0307017439049356,0.00456632851620268,"F",352,77086,2510802,346,"F",0.000140194248690259,0.0307017439049356,0.00456632851620268,"F",FALSE,-14,"-14",352,77086,352,77086,346,"F",FALSE,-14,"non.infected"
"A0351_S76_L001","A0351_S76_L001","A0351","RA0717_WholeBlood-D2","H","49-E2","D002","RA0717","Whole blood",2019-01-10,"RA0717_Blood-D2_dnRNA-L","2019-10-08",26900000,2630000,NA,NA,NA,NA,7880,NA,2650006,0,0,0,0,0,0,0,417848,0,0,4810855,0,67526,"","Experimental","4_dpe_scheduled",4,"NHP19","RA0717","F",6.1,"10/21/2011",3,2650003,1.13207290851417e-06,FALSE,2,2650006,5296229,356,83355,2650006,428,"F",0.000134339318477015,0.0314546457630662,0.00427088956871213,"F",356,83355,2650006,428,"F",0.000134339318477015,0.0314546457630662,0.00427088956871213,"F",FALSE,2,"2",356,83355,356,83355,428,"F",FALSE,2,"infected"
"A0352_S75_L001","A0352_S75_L001","A0352","RA0717_WholeBlood-D4","H","49-E2","D004","RA0717","Whole blood",2019-01-10,"RA0717_Blood-D4_dnRNA-L","2019-10-08",2.76e+08,22400000,3500,785,NA,NA,10800,NA,4942261,0,0,0,0,0,0,0,369464,0,0,4394189,0,98213,"","Experimental","4_dpe_scheduled",4,"NHP19","RA0717","F",6.1,"10/21/2011",5478,4936783,0.00110839957663102,FALSE,4,4942261,4861866,184,129238,4942261,129,"F",3.72299237130536e-05,0.0261495700044979,0.00142372986273387,"F",184,129238,4942261,129,"F",3.72299237130536e-05,0.0261495700044979,0.00142372986273387,"F",FALSE,4,"4",184,129238,184,129238,129,"F",FALSE,4,"infected"
"A0353_S74_L001","A0353_S74_L001","A0353","RA0850_WholeBlood-BL","H","49-E2","D-30","RA0850","Whole blood",2019-01-10,"RA0850_Blood-BL_dnRNA-L","2019-10-08",1.59e+08,46100000,1.73,1.02,NA,NA,9340,NA,1429841,0,0,0,0,0,0,0,445525,0,0,1531149,0,31108,"","Experimental","4_dpe_scheduled",4,"NHP20","RA0850","M",9.46,"11/21/2011",257,1429584,0.000179740264826649,FALSE,-30,1429841,2007782,1303,42683,1429841,0,"M",0.000911290136455732,0.0298515709089332,0.0305273762387836,"M",1303,42683,1429841,0,"M",0.000911290136455732,0.0298515709089332,0.0305273762387836,"M",FALSE,-30,"-30",1303,42683,1303,42683,0,"M",FALSE,-30,"non.infected"
